Código,Município,UF,Arroz Inundado,Café,Cana-de-Açúcar Irrigada,"Outras Culturas em Pivôs Centrais (exceto arroz, café e cana)","Pivôs Centrais - Total (considerando sobreposição com arroz, café e cana)",Outras culturas e sistemas,Área Total Irrigada,Cana-de-Açúcar Fertirrigada,Área Total (Irrigada e Fertirrigada),Grupo Predominante no Município,Sistema Predominante no Município,AAI com água superficial em agricultura de sequeiro,AAI com água superficial em pastagem,AAI com água subterrânea,AAI - Potencial Total,AAI - Potencial Efetivo
4306452,Dois Lajeados,RS,0,0,0,0,0,0,0,0,0,,,"6,201",0,135,"6,336",0
4306502,Dom Feliciano,RS,10,0,0,0,0,77,87,0,87,Outras culturas e sistemas,Aspersão - Outros,"7,582",0,291,"7,873","1,228"
4306551,Dom Pedro de Alcântara,RS,162,0,0,0,0,40,202,0,202,Arroz,Superficial,"1,482",15,71,"1,569","1,480"
4306601,Dom Pedrito,RS,"37,748",0,0,"1,084","1,084","1,133","39,965",0,"39,965",Arroz,Superficial,"11,322",0,257,"11,579","6,009"
4306700,Dona Francisca,RS,"2,277",0,0,0,0,37,"2,314",0,"2,314",Arroz,Superficial,"1,807",2,47,"1,856","1,025"
4306734,Doutor Maurício Cardoso,RS,0,0,0,0,0,0,0,0,0,,,"6,878",327,52,"7,256","2,872"
4306759,Doutor Ricardo,RS,0,0,0,0,0,0,0,0,0,,,"2,539",0,75,"2,614",0
4306767,Eldorado do Sul,RS,"11,649",0,0,146,146,53,"11,847",0,"11,847",Arroz,Superficial,"4,788",0,293,"5,081","4,788"
4306809,Encantado,RS,0,0,0,0,0,2,2,0,2,Outras culturas e sistemas,Outros ou sem predominância,"1,571",2,30,"1,603",0
4306908,Encruzilhada do Sul,RS,854,0,0,0,0,738,"1,592",0,"1,592",Arroz,Superficial,"15,290",0,"1,014","16,304","7,912"
4306924,Engenho Velho,RS,0,0,0,0,0,20,20,0,20,Outras culturas e sistemas,Outros ou sem predominância,"1,727",1,0,"1,728","1,481"
4306932,Entre-Ijuís,RS,0,0,0,"1,547","1,547",0,"1,547",0,"1,547",Pivôs centrais,Aspersão - Pivôs Centrais,"12,652",0,66,"12,718","12,523"
4306957,Entre Rios do Sul,RS,0,0,0,0,0,18,18,0,18,Outras culturas e sistemas,Aspersão - Outros,"4,499",3,24,"4,526","1,921"
4306973,Erebango,RS,0,0,0,0,0,0,0,0,0,,,"1,658",0,34,"1,692","1,658"
4307005,Erechim,RS,0,0,0,0,0,62,62,0,62,Outras culturas e sistemas,Localizada,"5,833",0,64,"5,896","2,779"
4307054,Ernestina,RS,0,0,0,0,0,0,0,0,0,,,"6,003",0,177,"6,180","6,003"
4307104,Herval,RS,0,0,0,0,0,3,3,0,3,Outras culturas e sistemas,Superficial,"6,521",0,22,"6,543","4,709"
4307203,Erval Grande,RS,0,0,0,0,0,92,92,0,92,Outras culturas e sistemas,Aspersão - Outros,"3,887",519,93,"4,499",142
4307302,Erval Seco,RS,0,0,0,86,86,0,86,0,86,Pivôs centrais,Aspersão - Pivôs Centrais,"7,539",1,37,"7,577","1,853"
4307401,Esmeralda,RS,0,0,0,0,0,4,4,0,4,Outras culturas e sistemas,Outros ou sem predominância,"10,433",169,201,"10,802","8,561"
4307450,Esperança do Sul,RS,0,0,0,0,0,0,0,0,0,,,"2,959",146,45,"3,151",36
4307500,Espumoso,RS,0,0,0,0,0,0,0,0,0,,,"28,791",0,548,"29,339","28,008"
4307559,Estação,RS,0,0,0,0,0,10,10,0,10,Outras culturas e sistemas,Aspersão - Outros,"1,252",0,11,"1,263","1,158"
4307609,Estância Velha,RS,0,0,0,0,0,10,10,0,10,Outras culturas e sistemas,Aspersão - Outros,0,0,29,29,0
4307708,Esteio,RS,539,0,0,0,0,0,539,0,539,Arroz,Superficial,0,0,0,0,0
4307807,Estrela,RS,0,0,0,0,0,15,15,0,15,Outras culturas e sistemas,Outros ou sem predominância,"5,064",3,113,"5,180","5,064"
4307815,Estrela Velha,RS,0,0,0,416,416,0,416,0,416,Pivôs centrais,Aspersão - Pivôs Centrais,"19,140",166,216,"19,522","3,924"
4307831,Eugênio de Castro,RS,0,0,0,"1,404","1,404",188,"1,592",0,"1,592",Pivôs centrais,Aspersão - Pivôs Centrais,"6,768",0,89,"6,857","6,759"
4307864,Fagundes Varela,RS,0,0,0,0,0,0,0,0,0,,,"4,259",0,137,"4,396",0
4307906,Farroupilha,RS,0,0,0,0,0,420,420,0,420,Outras culturas e sistemas,Localizada,"3,103",8,176,"3,287",0
4308003,Faxinal do Soturno,RS,"1,903",0,0,0,0,0,"1,903",0,"1,903",Arroz,Superficial,"2,461",0,39,"2,500","1,064"
4308052,Faxinalzinho,RS,0,0,0,0,0,0,0,0,0,,,"3,187",10,21,"3,218",494
4308078,Fazenda Vilanova,RS,0,0,0,0,0,0,0,0,0,,,198,0,11,209,198
4308102,Feliz,RS,0,0,0,0,0,376,376,0,376,Outras culturas e sistemas,Localizada,504,2,23,529,0
4308201,Flores da Cunha,RS,0,0,0,0,0,533,533,0,533,Outras culturas e sistemas,Localizada,"1,723",3,121,"1,847",0
4308250,Floriano Peixoto,RS,0,0,0,0,0,6,6,0,6,Outras culturas e sistemas,Localizada,"5,695",0,11,"5,706",0
4308300,Fontoura Xavier,RS,0,0,0,0,0,7,7,0,7,Outras culturas e sistemas,Outros ou sem predominância,"8,331",10,359,"8,700",423
4308409,Formigueiro,RS,"9,569",0,0,246,246,7,"9,822",0,"9,822",Arroz,Superficial,"7,896",0,189,"8,085","7,896"
4308433,Forquetinha,RS,0,0,0,0,0,0,0,0,0,,,774,0,20,794,0
4308458,Fortaleza dos Valos,RS,0,0,0,"2,380","2,380",100,"2,480",0,"2,480",Pivôs centrais,Aspersão - Pivôs Centrais,"20,199",0,371,"20,570","20,176"
4308508,Frederico Westphalen,RS,0,0,0,0,0,127,127,0,127,Outras culturas e sistemas,Aspersão - Outros,"4,955",0,66,"5,020",163
4308607,Garibaldi,RS,0,0,0,0,0,145,145,0,145,Outras culturas e sistemas,Localizada,"1,502",0,109,"1,611",0
4308656,Garruchos,RS,168,0,0,509,509,0,677,0,677,Pivôs centrais,Aspersão - Pivôs Centrais,"5,906",32,31,"5,969","4,047"
4308706,Gaurama,RS,0,0,0,0,0,0,0,0,0,,,"3,787",0,34,"3,821",0
4308805,General Câmara,RS,"1,995",0,0,0,0,100,"2,095",0,"2,095",Arroz,Superficial,"13,434",7,203,"13,644","13,404"
4308854,Gentil,RS,0,0,0,0,0,0,0,0,0,,,"2,763",0,173,"2,935","2,763"
4308904,Getúlio Vargas,RS,0,0,0,0,0,35,35,0,35,Outras culturas e sistemas,Aspersão - Outros,"4,442",0,23,"4,465","3,172"
4309001,Giruá,RS,0,0,0,951,951,47,997,0,997,Pivôs centrais,Aspersão - Pivôs Centrais,"15,254",0,121,"15,374","14,148"
4309050,Glorinha,RS,"1,649",0,0,0,0,73,"1,722",0,"1,722",Arroz,Superficial,"3,882",8,87,"3,977","2,697"
4309100,Gramado,RS,0,0,0,0,0,40,40,0,40,Outras culturas e sistemas,Localizada,"1,591",134,156,"1,881",0
4309126,Gramado dos Loureiros,RS,0,0,0,0,0,5,5,0,5,Outras culturas e sistemas,Outros ou sem predominância,"2,124",0,39,"2,163","1,378"
4309159,Gramado Xavier,RS,0,0,0,0,0,0,0,0,0,,,"2,599",0,123,"2,722",0
4309209,Gravataí,RS,230,0,0,0,0,95,325,0,325,Arroz,Superficial,"2,962",15,163,"3,139","1,682"
4309258,Guabiju,RS,0,0,0,0,0,0,0,0,0,,,"2,990",0,189,"3,180","2,990"
4309308,Guaíba,RS,"3,280",0,0,0,0,109,"3,389",0,"3,389",Arroz,Superficial,"2,744",0,105,"2,850","2,176"
4309407,Guaporé,RS,0,0,0,0,0,5,5,0,5,Outras culturas e sistemas,Localizada,"3,927",0,159,"4,086",0
4309506,Guarani das Missões,RS,0,0,0,0,0,0,0,0,0,,,"9,882",0,49,"9,931","9,676"
4309555,Harmonia,RS,0,0,0,0,0,34,34,0,34,Outras culturas e sistemas,Localizada,291,0,17,308,0
4309571,Herveiras,RS,0,0,0,0,0,1,1,0,1,Outras culturas e sistemas,Localizada,"1,333",0,53,"1,386",0
4309605,Horizontina,RS,0,0,0,0,0,0,0,0,0,,,"3,167",0,28,"3,195","2,178"
4309654,Hulha Negra,RS,576,0,0,0,0,62,638,0,638,Arroz,Superficial,"2,304",0,50,"2,354",886
4309704,Humaitá,RS,0,0,0,0,0,0,0,0,0,,,"1,843",0,38,"1,881","1,269"
4309753,Ibarama,RS,0,0,0,0,0,11,11,0,11,Outras culturas e sistemas,Localizada,"2,939",8,119,"3,066",0
4309803,Ibiaçá,RS,0,0,0,0,0,45,45,0,45,Outras culturas e sistemas,Aspersão - Outros,"6,564",0,29,"6,594","5,977"
4309902,Ibiraiaras,RS,0,0,0,0,0,278,278,0,278,Outras culturas e sistemas,Aspersão - Outros,"4,996",0,258,"5,254",997
4309951,Ibirapuitã,RS,0,0,0,0,0,0,0,0,0,,,"6,730",0,178,"6,908","6,730"
4310009,Ibirubá,RS,0,0,0,"2,460","2,460",0,"2,460",0,"2,460",Pivôs centrais,Aspersão - Pivôs Centrais,"17,938",0,307,"18,245","17,938"
4310108,Igrejinha,RS,0,0,0,0,0,20,20,0,20,Outras culturas e sistemas,Aspersão - Outros,"1,618","3,023",0,"4,641",873
4310207,Ijuí,RS,0,0,0,61,61,0,61,0,61,Pivôs centrais,Aspersão - Pivôs Centrais,"20,894",0,148,"21,042","20,894"
4310306,Ilópolis,RS,0,0,0,0,0,2,2,0,2,Outras culturas e sistemas,Outros ou sem predominância,"1,478",0,83,"1,560",0
4310330,Imbé,RS,0,0,0,0,0,0,0,0,0,Arroz,Superficial,2,0,0,2,2
4310363,Imigrante,RS,0,0,0,0,0,3,3,0,3,Outras culturas e sistemas,Outros ou sem predominância,918,0,0,918,0
4310405,Independência,RS,0,0,0,"1,220","1,220",0,"1,220",0,"1,220",Pivôs centrais,Aspersão - Pivôs Centrais,"6,365",0,30,"6,396","5,556"
4310413,Inhacorá,RS,0,0,0,483,483,0,483,0,483,Pivôs centrais,Aspersão - Pivôs Centrais,"2,806",0,0,"2,806","2,806"
4310439,Ipê,RS,0,0,0,0,0,843,843,0,843,Outras culturas e sistemas,Localizada,"10,696",7,494,"11,197","3,975"
4310462,Ipiranga do Sul,RS,0,0,0,0,0,22,22,0,22,Outras culturas e sistemas,Aspersão - Outros,"3,570",0,13,"3,583","3,570"
4310504,Iraí,RS,0,0,0,0,0,7,7,0,7,Outras culturas e sistemas,Outros ou sem predominância,"5,228",133,46,"5,407",0
4310538,Itaara,RS,0,0,0,0,0,9,9,0,9,Outras culturas e sistemas,Aspersão - Outros,"2,230",0,61,"2,292",280
4310553,Itacurubi,RS,629,0,0,388,388,0,"1,017",0,"1,017",Arroz,Superficial,"6,624",0,55,"6,680","5,519"
4310579,Itapuca,RS,0,0,0,0,0,0,0,0,0,,,"5,290",0,204,"5,494","1,655"
4310603,Itaqui,RS,"62,496",0,0,"3,227","3,227","2,977","68,700",0,"68,700",Arroz,Superficial,"16,888",0,94,"16,982","10,690"
4310652,Itati,RS,0,0,0,0,0,95,95,0,95,Outras culturas e sistemas,Aspersão - Outros,596,33,0,629,40
4310702,Itatiba do Sul,RS,0,0,0,0,0,0,0,0,0,,,"2,719",372,123,"3,215",0
4310751,Ivorá,RS,1,0,0,0,0,15,16,0,16,Outras culturas e sistemas,Superficial,220,0,11,232,0
4310801,Ivoti,RS,0,0,0,0,0,49,49,0,49,Outras culturas e sistemas,Aspersão - Outros,391,0,24,415,0
4310850,Jaboticaba,RS,0,0,0,0,0,18,18,0,18,Outras culturas e sistemas,Aspersão - Outros,"2,705",0,53,"2,758",590
4310876,Jacuizinho,RS,0,0,0,"1,188","1,188",0,"1,188",0,"1,188",Pivôs centrais,Aspersão - Pivôs Centrais,"12,014",0,234,"12,249","11,116"
4310900,Jacutinga,RS,0,0,0,0,0,0,0,0,0,,,"2,837",0,56,"2,893","2,265"
4311007,Jaguarão,RS,"17,911",0,0,0,0,10,"17,921",0,"17,921",Arroz,Superficial,"20,143",0,25,"20,168","17,148"
4311106,Jaguari,RS,"1,625",0,0,0,0,167,"1,792",0,"1,792",Arroz,Superficial,"8,941",0,0,"8,941","4,324"
4311122,Jaquirana,RS,0,0,0,0,0,0,0,0,0,,,"3,464","1,215",241,"4,920",648
4311130,Jari,RS,0,0,0,623,623,0,623,0,623,Pivôs centrais,Aspersão - Pivôs Centrais,"6,840",0,0,"6,840","3,826"
4311155,Jóia,RS,0,0,0,"5,332","5,332",0,"5,332",0,"5,332",Pivôs centrais,Aspersão - Pivôs Centrais,"21,093",0,235,"21,328","21,093"
4311205,Júlio de Castilhos,RS,0,0,0,"1,966","1,966",59,"2,025",0,"2,025",Pivôs centrais,Aspersão - Pivôs Centrais,"24,585",0,861,"25,447","18,992"
4311239,Lagoa Bonita do Sul,RS,0,0,0,0,0,0,0,0,0,,,"1,711",0,71,"1,783",0
4311254,Lagoão,RS,0,0,0,0,0,0,0,0,0,,,"3,901",1,141,"4,043",684
4311270,Lagoa dos Três Cantos,RS,0,0,0,0,0,0,0,0,0,,,557,0,30,587,557
4311304,Lagoa Vermelha,RS,0,0,0,0,0,68,68,0,68,Outras culturas e sistemas,Aspersão - Outros,"27,798",0,388,"28,186","27,223"
4311403,Lajeado,RS,0,0,0,0,0,36,36,0,36,Outras culturas e sistemas,Outros ou sem predominância,"4,084",10,38,"4,132","4,084"
4311429,Lajeado do Bugre,RS,0,0,0,0,0,1,1,0,1,Outras culturas e sistemas,Outros ou sem predominância,915,0,20,935,228
4311502,Lavras do Sul,RS,"4,713",0,0,0,0,0,"4,713",0,"4,713",Arroz,Superficial,"8,119",0,234,"8,353","3,863"
4311601,Liberato Salzano,RS,0,0,0,0,0,58,58,0,58,Outras culturas e sistemas,Outros ou sem predominância,"5,650",0,55,"5,705",0
4311627,Lindolfo Collor,RS,0,0,0,0,0,20,20,0,20,Outras culturas e sistemas,Aspersão - Outros,0,0,0,0,0
4311643,Linha Nova,RS,0,0,0,0,0,129,129,0,129,Outras culturas e sistemas,Aspersão - Outros,571,3,37,611,0
4311700,Machadinho,RS,0,0,0,0,0,41,41,0,41,Outras culturas e sistemas,Aspersão - Outros,"5,651","1,642",37,"7,330","1,189"
4311718,Maçambará,RS,"23,018",0,0,"1,893","1,893",0,"24,910",0,"24,910",Arroz,Superficial,"5,858",0,70,"5,929","4,640"
4311734,Mampituba,RS,907,0,0,0,0,0,907,0,907,Arroz,Superficial,"1,615",205,170,"1,990",0
4311759,Manoel Viana,RS,"2,558",0,0,"1,048","1,048",901,"4,507",0,"4,507",Arroz,Superficial,"9,839",0,0,"9,839","8,257"
4311775,Maquiné,RS,271,0,0,0,0,227,498,0,498,Arroz,Superficial,"2,696",106,14,"2,816",646
4311791,Maratá,RS,0,0,0,0,0,0,0,0,0,,,865,0,35,900,0
4311809,Marau,RS,0,0,0,0,0,44,44,0,44,Outras culturas e sistemas,Aspersão - Outros,"10,688",0,315,"11,003","10,688"
4311908,Marcelino Ramos,RS,0,0,0,0,0,8,8,0,8,Outras culturas e sistemas,Outros ou sem predominância,"6,406","2,122",25,"8,554",0
4311981,Mariana Pimentel,RS,783,0,0,0,0,0,783,0,783,Arroz,Superficial,"2,475",0,200,"2,674",0
4312005,Mariano Moro,RS,0,0,0,0,0,0,0,0,0,,,"1,471","1,099",17,"2,587",0
4312054,Marques de Souza,RS,0,0,0,0,0,0,0,0,0,,,"1,749",0,0,"1,749",0
4312104,Mata,RS,"1,456",0,0,0,0,7,"1,463",0,"1,463",Arroz,Superficial,"3,755",0,0,"3,755","2,464"
4312138,Mato Castelhano,RS,0,0,0,0,0,21,21,0,21,Outras culturas e sistemas,Aspersão - Outros,"2,979",0,80,"3,059","2,979"
4312153,Mato Leitão,RS,0,0,0,0,0,4,4,0,4,Outras culturas e sistemas,Outros ou sem predominância,87,0,12,99,87
4312179,Mato Queimado,RS,0,0,0,319,319,0,319,0,319,Pivôs centrais,Aspersão - Pivôs Centrais,"4,073",0,12,"4,085","3,655"
4312203,Maximiliano de Almeida,RS,0,0,0,0,0,0,0,0,0,,,"3,926",136,12,"4,075",0
4312252,Minas do Leão,RS,"1,747",0,0,0,0,0,"1,747",0,"1,747",Arroz,Superficial,"3,849",0,353,"4,202","2,568"
4312302,Miraguaí,RS,0,0,0,0,0,0,0,0,0,,,"2,095",0,21,"2,117",245
4312351,Montauri,RS,0,0,0,0,0,0,0,0,0,,,"1,899",0,50,"1,949",0
4312377,Monte Alegre dos Campos,RS,0,0,0,0,0,42,42,0,42,Outras culturas e sistemas,Localizada,"6,950",514,395,"7,859","2,056"
4312385,Monte Belo do Sul,RS,0,0,0,0,0,15,15,0,15,Outras culturas e sistemas,Localizada,585,0,27,612,0
4312401,Montenegro,RS,411,0,0,0,0,351,762,0,762,Arroz,Superficial,"6,162",4,195,"6,361","5,077"
4312427,Mormaço,RS,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
4312443,Morrinhos do Sul,RS,"1,193",0,0,0,0,14,"1,207",0,"1,207",Arroz,Superficial,"2,697",47,208,"2,952",302
4312450,Morro Redondo,RS,0,0,0,0,0,296,296,0,296,Outras culturas e sistemas,Localizada,"1,239",0,45,"1,283",377
4312476,Morro Reuter,RS,0,0,0,0,0,1,1,0,1,Outras culturas e sistemas,Outros ou sem predominância,331,1,32,365,0
4312500,Mostardas,RS,"33,024",0,0,0,0,22,"33,046",0,"33,046",Arroz,Superficial,"8,108",0,63,"8,171","5,555"
4312609,Muçum,RS,0,0,0,0,0,0,0,0,0,,,598,1,25,623,0
4312617,Muitos Capões,RS,0,0,0,0,0,18,18,0,18,Outras culturas e sistemas,Aspersão - Outros,"23,035",0,832,"23,867","22,362"
4312625,Muliterno,RS,0,0,0,0,0,109,109,0,109,Outras culturas e sistemas,Aspersão - Outros,"1,583",0,97,"1,680",92
4312658,Não-Me-Toque,RS,0,0,0,26,26,0,26,0,26,Pivôs centrais,Aspersão - Pivôs Centrais,"4,398",0,197,"4,595","4,398"
4312674,Nicolau Vergueiro,RS,0,0,0,0,0,0,0,0,0,,,"4,735",0,132,"4,867","4,735"
4312708,Nonoai,RS,0,0,0,0,0,26,26,0,26,Outras culturas e sistemas,Outros ou sem predominância,"4,758",504,43,"5,306","2,467"
4312757,Nova Alvorada,RS,0,0,0,0,0,0,0,0,0,,,"2,739",0,104,"2,843",0
4312807,Nova Araçá,RS,0,0,0,0,0,12,12,0,12,Outras culturas e sistemas,Outros ou sem predominância,761,0,47,808,0
4312906,Nova Bassano,RS,0,0,0,0,0,192,192,0,192,Outras culturas e sistemas,Localizada,"5,550",0,182,"5,731",0
4312955,Nova Boa Vista,RS,0,0,0,0,0,61,61,0,61,Outras culturas e sistemas,Aspersão - Outros,"1,506",0,10,"1,516",795
4313003,Nova Bréscia,RS,0,0,0,0,0,0,0,0,0,,,"1,213",0,62,"1,274",0
4313011,Nova Candelária,RS,0,0,0,0,0,0,0,0,0,,,"4,608",0,25,"4,633",980
4313037,Nova Esperança do Sul,RS,122,0,0,0,0,0,122,0,122,Arroz,Superficial,"1,293",0,0,"1,293",347
4313060,Nova Hartz,RS,0,0,0,0,0,9,9,0,9,Outras culturas e sistemas,Outros ou sem predominância,50,0,33,83,0
4313086,Nova Pádua,RS,0,0,0,0,0,377,377,0,377,Outras culturas e sistemas,Aspersão - Outros,"2,924",21,104,"3,049",0
4313102,Nova Palma,RS,62,0,0,0,0,5,67,0,67,Arroz,Superficial,"5,092",0,167,"5,258",333
4313201,Nova Petrópolis,RS,0,0,0,0,0,274,274,0,274,Outras culturas e sistemas,Aspersão - Outros,"2,927",28,173,"3,127",0
4313300,Nova Prata,RS,0,0,0,0,0,101,101,0,101,Outras culturas e sistemas,Localizada,"5,816",0,275,"6,091",491
4313334,Nova Ramada,RS,0,0,0,130,130,0,130,0,130,Pivôs centrais,Aspersão - Pivôs Centrais,"5,399",0,87,"5,487","5,399"
4313359,Nova Roma do Sul,RS,0,0,0,0,0,96,96,0,96,Outras culturas e sistemas,Aspersão - Outros,"1,685",10,75,"1,770",0
4313375,Nova Santa Rita,RS,"5,248",0,0,0,0,160,"5,408",0,"5,408",Arroz,Superficial,"7,095",0,38,"7,133","7,095"
4313391,Novo Cabrais,RS,"1,559",0,0,0,0,19,"1,578",0,"1,578",Arroz,Superficial,527,0,118,645,248
4313409,Novo Hamburgo,RS,0,0,0,0,0,63,63,0,63,Outras culturas e sistemas,Localizada,"3,334",40,168,"3,542","3,334"
4313425,Novo Machado,RS,0,0,0,0,0,0,0,0,0,,,"4,709",388,73,"5,170","3,455"
4313441,Novo Tiradentes,RS,0,0,0,0,0,0,0,0,0,,,"2,807",0,17,"2,824",57
4313466,Novo Xingu,RS,0,0,0,0,0,11,11,0,11,Outras culturas e sistemas,Aspersão - Outros,"2,026",0,34,"2,059",916
4313490,Novo Barreiro,RS,0,0,0,0,0,0,0,0,0,,,"6,586",0,37,"6,623","3,773"
4313508,Osório,RS,"2,606",0,0,0,0,420,"3,026",0,"3,026",Arroz,Superficial,"1,638",0,99,"1,737","1,379"
4313607,Paim Filho,RS,0,0,0,0,0,12,12,0,12,Outras culturas e sistemas,Outros ou sem predominância,"4,540",0,32,"4,572",125
4313656,Palmares do Sul,RS,"12,998",0,0,0,0,0,"12,998",0,"12,998",Arroz,Superficial,"7,785",0,122,"7,907",0
4313706,Palmeira das Missões,RS,0,0,0,"4,531","4,531","1,217","5,748",0,"5,748",Pivôs centrais,Aspersão - Pivôs Centrais,"26,427",0,461,"26,888","25,576"
4313805,Palmitinho,RS,0,0,0,0,0,86,86,0,86,Outras culturas e sistemas,Aspersão - Outros,"1,562",4,11,"1,577",0
4313904,Panambi,RS,0,0,0,839,839,0,839,0,839,Pivôs centrais,Aspersão - Pivôs Centrais,"17,891",0,92,"17,983","17,401"
4313953,Pantano Grande,RS,"2,733",0,0,403,403,10,"3,145",0,"3,145",Arroz,Superficial,"10,623",0,338,"10,961","10,159"
4314001,Paraí,RS,0,0,0,0,0,7,7,0,7,Outras culturas e sistemas,Localizada,"2,546",0,52,"2,598",0
4314027,Paraíso do Sul,RS,"3,727",0,0,0,0,29,"3,756",0,"3,756",Arroz,Superficial,"3,164",0,139,"3,303","2,792"
4314035,Pareci Novo,RS,0,0,0,0,0,81,81,0,81,Outras culturas e sistemas,Outros ou sem predominância,784,0,28,812,784
4314050,Parobé,RS,0,0,0,0,0,8,8,0,8,Outras culturas e sistemas,Outros ou sem predominância,910,699,40,"1,649",910
4314068,Passa Sete,RS,0,0,0,0,0,0,0,0,0,,,"4,124",0,160,"4,284",0
4314076,Passo do Sobrado,RS,666,0,0,0,0,18,684,0,684,Arroz,Superficial,156,0,44,200,156
4314100,Passo Fundo,RS,0,0,0,92,92,137,229,0,229,Outras culturas e sistemas,Outros ou sem predominância,"10,786",0,426,"11,212","10,786"
4314134,Paulo Bento,RS,0,0,0,0,0,94,94,0,94,Outras culturas e sistemas,Aspersão - Outros,"4,107",0,14,"4,121","1,999"
4314159,Paverama,RS,0,0,0,0,0,0,0,0,0,,,"2,263",0,133,"2,395",415
4314175,Pedras Altas,RS,532,0,0,583,583,0,"1,116",0,"1,116",Pivôs centrais,Aspersão - Pivôs Centrais,"6,941",0,11,"6,951","5,711"
4314209,Pedro Osório,RS,769,0,0,128,128,0,897,0,897,Arroz,Superficial,"6,430",0,14,"6,444","6,308"
4314308,Pejuçara,RS,0,0,0,"2,146","2,146",0,"2,146",0,"2,146",Pivôs centrais,Aspersão - Pivôs Centrais,"8,840",0,110,"8,950","8,840"
4314407,Pelotas,RS,"7,730",0,0,0,0,923,"8,653",0,"8,653",Arroz,Superficial,"14,020",0,116,"14,137","7,003"
4314423,Picada Café,RS,0,0,0,0,0,4,4,0,4,Outras culturas e sistemas,Outros ou sem predominância,50,0,0,51,0
4314456,Pinhal,RS,0,0,0,0,0,17,17,0,17,Outras culturas e sistemas,Outros ou sem predominância,707,0,44,751,0
4314464,Pinhal da Serra,RS,0,0,0,0,0,43,43,0,43,Outras culturas e sistemas,Outros ou sem predominância,"6,146","1,218",115,"7,479","2,218"
4314472,Pinhal Grande,RS,0,0,0,80,80,125,205,0,205,Outras culturas e sistemas,Outros ou sem predominância,"8,346",6,270,"8,621","5,340"
4314498,Pinheirinho do Vale,RS,0,0,0,0,0,4,4,0,4,Outras culturas e sistemas,Outros ou sem predominância,"3,285",258,10,"3,553",0
4314506,Pinheiro Machado,RS,17,0,0,0,0,118,135,0,135,Outras culturas e sistemas,Localizada,"5,336",0,111,"5,447","1,730"
4314548,Pinto Bandeira,RS,0,0,0,0,0,127,127,0,127,Outras culturas e sistemas,Localizada,879,1,64,944,0
4314555,Pirapó,RS,0,0,0,36,36,0,36,0,36,Pivôs centrais,Aspersão - Pivôs Centrais,"3,802",318,22,"4,142","3,802"
4314605,Piratini,RS,230,0,0,0,0,72,302,0,302,Arroz,Superficial,"16,713",0,280,"16,993","9,559"
4314704,Planalto,RS,0,0,0,0,0,28,28,0,28,Outras culturas e sistemas,Aspersão - Outros,"2,264",35,25,"2,324",0
4314753,Poço das Antas,RS,0,0,0,0,0,0,0,0,0,,,"1,161",0,60,"1,221",0
4314779,Pontão,RS,0,0,0,0,0,18,18,0,18,Outras culturas e sistemas,Aspersão - Outros,"8,969",0,152,"9,121","8,969"
4314787,Ponte Preta,RS,0,0,0,0,0,12,12,0,12,Outras culturas e sistemas,Aspersão - Outros,"3,794",0,70,"3,864","2,391"
4314803,Portão,RS,172,0,0,0,0,62,234,0,234,Arroz,Superficial,641,0,80,721,641
4314902,Porto Alegre,RS,402,0,0,0,0,517,919,0,919,Outras culturas e sistemas,Aspersão - Outros,"1,778",0,176,"1,953","1,778"
4315008,Porto Lucena,RS,0,0,0,0,0,0,0,0,0,,,"4,755",937,55,"5,748","4,042"
4315057,Porto Mauá,RS,0,0,0,0,0,0,0,0,0,,,"3,250",501,14,"3,765","1,425"
4315073,Porto Vera Cruz,RS,0,0,0,0,0,0,0,0,0,,,"1,043",415,12,"1,470",412
4315107,Porto Xavier,RS,0,0,0,0,0,0,0,0,0,,,"4,126","1,259",103,"5,488","3,729"
4315131,Pouso Novo,RS,0,0,0,0,0,0,0,0,0,,,"1,839",10,71,"1,920",0
4315149,Presidente Lucena,RS,0,0,0,0,0,24,24,0,24,Outras culturas e sistemas,Aspersão - Outros,"1,857",0,79,"1,936",0
4315156,Progresso,RS,0,0,0,0,0,0,0,0,0,,,"3,054",3,158,"3,215",0
4315172,Protásio Alves,RS,0,0,0,0,0,20,20,0,20,Outras culturas e sistemas,Aspersão - Outros,333,2,16,351,0
4315206,Putinga,RS,0,0,0,0,0,0,0,0,0,,,"2,486",2,130,"2,618",0
4315305,Quaraí,RS,"10,030",0,0,0,0,17,"10,047",0,"10,047",Arroz,Superficial,"9,305",0,51,"9,356","6,418"
4315313,Quatro Irmãos,RS,0,0,0,0,0,0,0,0,0,,,"8,171",0,125,"8,296","6,788"
4315321,Quevedos,RS,0,0,0,81,81,0,81,0,81,Pivôs centrais,Aspersão - Pivôs Centrais,"4,654",0,10,"4,664","2,384"
4315354,Quinze de Novembro,RS,0,0,0,2,2,0,2,0,2,Pivôs centrais,Aspersão - Pivôs Centrais,"6,338",0,123,"6,461","6,338"
4315404,Redentora,RS,0,0,0,16,16,0,16,0,16,Pivôs centrais,Aspersão - Pivôs Centrais,"3,740",2,55,"3,797","3,080"
4315453,Relvado,RS,0,0,0,0,0,0,0,0,0,,,"1,681",0,83,"1,765",0
4315503,Restinga Sêca,RS,"16,831",0,0,0,0,34,"16,865",0,"16,865",Arroz,Superficial,"31,285",7,219,"31,511","30,283"
